Category,description_preview,cleaned_jd
Cloud,"Description
For 25 years, TechFlow has been developing leading-edge solutions for customers in mission critical markets. We embrace a philosophy of being open and agile; providing Government and Commercial clients with support to include enterprise operations and services support, IT modernization, ",description techflow develop lead edge solution customer mission critical market embrace philosophy open agile provide government commercial client support include enterprise operation service support modernization cloud migration manage service techflow principal line business platform service mission service digital service strong track record successful contract area encourage cross collaboration employee own know benefits future ready join place finally invest future consider career techflow experience best breed technology fun part professional team challenge dynamic environment supportive learning atmosphere opportunity training advancement provide list consider future opportunity clear professional techflow inc emi service emi wholly own subsidiary appreciate interest hope contact future security clearance problem general talent pool consider even larger set job view current opportunity techflow inc emi service emi use specific interest directly complete requirement active security clearance federal agency techflow found start dot com revolution techflow help large commercial client dreamworks toshiba mgm others modernize business system today deep operational root bi coastal innovation hub california washington dc techflow continue leader apply innovative engineer technology integration solution support service federal government demand mission business challenge benefits techflow inc employee own come make difference contribute future help build agile workplace employee stock ownership plan esop pride employee owner annual employer contribution per plan guideline 401k plan roth option eligibility employer match immediate vest pay time holiday pay holiday per comprehensive medical dental vision plan pay life ad insurance plan employee assistance program wellness resource pay training development program voluntary benefits include life ad insurance employee spouse child short term long term disability per plan guideline legal shield identity theft protection plan pet insurance
Cloud,"Description
About us
Innovation is fuelled by the power of possibilities. A few years ago, it was virtually impossible to innovate because building software needed a degree, it was simply too expensive, too complex, too risky and ultimately too inefficient. That’s why only 16% of projects were ever ",description innovation fuel power possibility ago virtually impossible innovate build software need degree simply expensive complex risky ultimately inefficient project ever do budget fail change flip software development head kick notion need expert boot camp learn make app builder ai platform let order perfect software app whatever problem try solve ai power assembly line bring together lego like reusable feature expert around world bring world class idea life anyone world class idea build software need like order pizza pick want get recommendation feature need simply wait till cook ready human assist ai platform help anyone build run scale tailor make software everyone bakery riyadh nursery london large fortune company like bbc pepsi life builder place everything move lightning pace definitely faint hearted celebrate diversity push everyone less yet provide culture allow everyone experiment push boundary learn every builder run core value system heartt heart entrepreneurship accountability respect trust transparency always team player point view sense humility let get stuff do attitude scale intersection quirky startup designer machine learning specialist problem together savvy commercial team work finance folk invent business model whatwouldyoubuild requirement customer success account management team builder ai deliver product service expertise strategic customer help get cloud investment technical account manager tam draw customer face skill technical acumen help customer successfully adopt builder ai offering previous cloud infrastructure enterprise technology implementation strategy development customer advocacy play critical part day day drive success critical customer responsible follow activity collaborate channel partner system integrator third party developer deliver high impact solution collaborate across business unit internally large enterprise accelerate customer adoption builder cloud lead cross sell sell journey provide technical guidance manage timeline milestone migration goal business transformation strategy advocate customer need order overcome adoption blocker drive feature development lead across multiple stream team maintain customer momentum develop strategic relationship stakeholder understand customer business develop strategic roadmaps develop best practice asset base learning customer engagement support initiative scale partner accelerate cloud adoption involve prepare scope proof concept study responsible interact delivery sales team system study prepare specification document understand business technology need advise sales team accordingly responsible drive deal manage service presales team present value solution level customer management drive service sales market intelligence like competitor product analysis price win concern area preferably someone understand software solution industry cloud solution industry app development business saas product base requirement tam customer success preferably public cloud sales conceptual knowledge infrastructure technology server storage network service management self motivate drive plan execute sales generation service solution sell infrastructure management service communication presentation problem solving management skill translate business requirement technological solution support customer follow cloud operation technical support escalation management consulting benefits health wellness benefits include competitive medical self spouse child performance base bonus generous vacation time benefits include pay holiday generally flexible work hour work newly construct beautiful office space base gurugram collaborative culture unconventional thinker come together solve interest problem fun mission drive make world better place
Cloud,"Description
WarrCloud is the first and only automated platform delivering unparalleled warranty claim results for automotive dealerships and OEMs. If you have ever wanted to work for an exciting and fast-growing tech company in the automotive space, then this is the opportunity for you! We are exper",description warrcloud automate platform deliver unparalleled warranty claim result automotive dealership oems ever want excite fast grow tech automotive space experience rapid growth seek experience warranty administrator join team currently hire follow oems hyundai honda gm volvo mercedes benz ford vw gm cdjr mitsubishi top reason fire cylinder grow last thus hire talent fuel growth part team market future warranty claim process remote competitive salary commission home office stipend free employee health insurance 401k employer match chance kind ai ml technology awesome culture flexible humble kind input value team supportive warranty admins enjoy warrcloud every single person interact warrcloud treat like professional stress level drop love automate software friendly team massive pile paperwork sit desk feel less daunt screen electronic repair order warranty administrator report directly oem team lead warranty administrator responsible partner assign dealership process claim quickly efficiently use technology ensure compliance warranty submittals build last relationship employee customer responsibility familiar policy procedure pertain assign oem review labor operation pay technician accordingly prepare submit code track repair order ensure accuracy make correction error reconcile warranty ticket ensure proper documentation require manufacturer maintain training certification post make adjustment general ledger perform relevant duty assign commission offer commission payment employee introduce automotive dealership dealership group account become remain customer least day additionally make commission payment employee introduce warranty administrator become remain employee warrcloud least day requirement need automotive warranty administration preferably high volume dealership warranty process ability independently home need comfortable autonomy ambiguity love figure thing solving problem arise self direct fantastic positive team player let face newer kink grow pain want people see opportunity make business software even better tech savvy must comfortable learning technology quickly embrace change yes change uncomfortable provide right resource ensure successful comfortable work remotely home perk nuance come team meeting client meeting do via video conferencing benefits value employee able enroll benefits immediately upon hire take effect day follow start date get enjoy day pay time per recognize major holiday per lastly receive monthly stipend offset expense home workspace include high speed internet use personal ink paper replenishment
Cloud,"Description
Resource Innovations is seeking an AWS Cloud Architect. This is remote position with occassional office meets for candidates residing in the San Francisco CA Bay area. This position will work on a wide range of SaaS products that fundamentally changes how utilities manage business proces",description resource innovation seek aws cloud architect remote occassional office meet candidate reside san francisco ca bay area wide range saas product fundamentally change utility manage business process customer initiative energy efficiency renewable energy demand response conservation candidate want thing make impact world passionate product craftsmanship aws cloud architect responsible develop technology architecture leverage cloud service automation enable saas product strategy ensure cloud solution optimize functionality performance cost role responsible develop drive cloud strategy transition iaa caas base architecture paas faa along integration cloud service design management ci cd direct report technology leadership interface senior technology member transform current cloud technology capability across portfolio saas product pave way best class solution define target architecture roadmap identify emerge technology design solution optimize delivery saas product resource innovation ri woman lead energy transformation firm focus impact build expertise energy efficiency constantly expand portfolio clean energy solution guide utility increasingly complex connect challenge load flexibility electrification carbon reduction every step lead charge power change require candidate currently reside san francisco ca bay area unfortunately offer visa sponsorship extension duty responsibility responsible build cloud architecture support commercial saas product portfolio define target state technology architecture roadmaps governance framework continuously improve efficiency effectiveness architecture research analyze design propose support delivery best class cloud solution modernize enterprise architecture deliver optimize platform use event drive micro service architecture serverless compute cloud service container orchestration define enforce cloud architecture best practice focus availability performance redundancy hand develop proof concept integration cloud technology build automate next gen ci cd pipeline partner development team look opportunity capitalize technology advance analysis key trend assess potential impact software product portfolio define cloud standard devops continuous integration continuous delivery ci cd tool chain standard operate environment soe guide operation team meet customer slas strive provide world class service effectively communicate current status project problem issue technology leadership duty assign requirement bachelor degree computer science relate field system design least amazon web service aws cloud technology deep technical cloud architecture system engineer virtualization serverless compute network storage security system administration drive infrastructure technology proof concept full production strong hand work aws cloud ability translate complex idea technology program technical design architecture deliver business outcome strong understand cloud compute technology emerge compute trend technology architectural need knowledge enterprise software platform operate system work knowledge agile development scrum lifecycle management ability interact provide architectural design guidance project team demonstrate strong analytic problem solving ability must high attention detail organize self starter benefits resource innovation offer competitive salary base qualification resource innovation offer week pay vacation per pay holiday plan employee match fund discretionary bonus overall comprehensive benefits package resource innovation resource innovation ri woman lead energy transformation firm focus impact build expertise energy efficiency constantly expand portfolio clean energy solution guide utility increasingly complex connect challenge load flexibility electrification carbon reduction every step lead charge power change resource innovation equal employer commit ensure equal employment opportunity applicant employee without regard race color religion national origin gender age disability marital status genetics protect veteran status sexual orientation protect status addition federal law requirement resource innovation comply applicable state local law govern non discrimination employment every location description requirement intend inclusive resource innovation retain right make change adjustment description requirement time without notice
Cloud,"Description
For 25 years, TechFlow has been developing leading-edge solutions for customers in mission critical markets. We embrace a philosophy of being open and agile; providing Government and Commercial clients with support to include enterprise operations and services support, IT modernization, ",description techflow develop lead edge solution customer mission critical market embrace philosophy open agile provide government commercial client support include enterprise operation service support modernization cloud migration manage service techflow principal line business platform service mission service digital service strong track record successful contract area encourage cross collaboration employee own know benefits future ready join place finally invest future consider career techflow experience best breed technology fun part professional team challenge dynamic environment supportive learning atmosphere opportunity training advancement provide list consider future opportunity clear professional techflow inc emi service emi wholly own subsidiary appreciate interest hope contact future security clearance problem general talent pool consider even larger set job view current opportunity techflow inc emi service emi use specific interest directly complete requirement active security clearance federal agency techflow found start dot com revolution techflow help large commercial client dreamworks toshiba mgm others modernize business system today deep operational root bi coastal innovation hub california washington dc techflow continue leader apply innovative engineer technology integration solution support service federal government demand mission business challenge benefits techflow inc employee own come make difference contribute future help build agile workplace employee stock ownership plan esop pride employee owner annual employer contribution per plan guideline 401k plan roth option eligibility employer match immediate vest pay time holiday pay holiday per comprehensive medical dental vision plan pay life ad insurance plan employee assistance program wellness resource pay training development program voluntary benefits include life ad insurance employee spouse child short term long term disability per plan guideline legal shield identity theft protection plan pet insurance
Cloud,"Description
About us
Innovation is fuelled by the power of possibilities. A few years ago, it was virtually impossible to innovate because building software needed a degree, it was simply too expensive, too complex, too risky and ultimately too inefficient. That’s why only 16% of projects were ever ",description innovation fuel power possibility ago virtually impossible innovate build software need degree simply expensive complex risky ultimately inefficient project ever do budget fail change flip software development head kick notion need expert boot camp learn make app builder ai platform let order perfect software app whatever problem try solve ai power assembly line bring together lego like reusable feature expert around world bring world class idea life anyone world class idea build software need like order pizza pick want get recommendation feature need simply wait till cook ready human assist ai platform help anyone build run scale tailor make software everyone bakery riyadh nursery london large fortune company like bbc pepsi life builder place everything move lightning pace definitely faint hearted celebrate diversity push everyone less yet provide culture allow everyone experiment push boundary learn every builder run core value system heartt heart entrepreneurship accountability respect trust transparency always team player point view sense humility let get stuff do attitude scale intersection quirky startup designer machine learning specialist problem together savvy commercial team work finance folk invent business model whatwouldyoubuild requirement customer success account management team builder ai deliver product service expertise strategic customer help get cloud investment technical account manager tam draw customer face skill technical acumen help customer successfully adopt builder ai offering previous cloud infrastructure enterprise technology implementation strategy development customer advocacy play critical part day day drive success critical customer responsible follow activity collaborate channel partner system integrator third party developer deliver high impact solution collaborate across business unit internally large enterprise accelerate customer adoption builder cloud lead cross sell sell journey provide technical guidance manage timeline milestone migration goal business transformation strategy advocate customer need order overcome adoption blocker drive feature development lead across multiple stream team maintain customer momentum develop strategic relationship stakeholder understand customer business develop strategic roadmaps develop best practice asset base learning customer engagement support initiative scale partner accelerate cloud adoption involve prepare scope proof concept study responsible interact delivery sales team system study prepare specification document understand business technology need advise sales team accordingly responsible drive deal manage service presales team present value solution level customer management drive service sales market intelligence like competitor product analysis price win concern area preferably someone understand software solution industry cloud solution industry app development business saas product base requirement tam customer success preferably public cloud sales conceptual knowledge infrastructure technology server storage network service management self motivate drive plan execute sales generation service solution sell infrastructure management service communication presentation problem solving management skill translate business requirement technological solution support customer follow cloud operation technical support escalation management consulting benefits health wellness benefits include competitive medical self spouse child performance base bonus generous vacation time benefits include pay holiday generally flexible work hour work newly construct beautiful office space base gurugram collaborative culture unconventional thinker come together solve interest problem fun mission drive make world better place
Cloud,"Description
We currently have a vacancy for an Expert in DevSecOps fluent in English, to offer his/her services as an expert remotely. In the context of the first assignment, the successful candidate will be integrated in the team of the company that will closely cooperate with a major client’s IT t",description currently vacancy expert devsecops fluent english offer service expert remotely context assignment successful integrate team closely cooperate major client team site task planning implement upgrade devsecops pipeline facilitate continuous delivery application use lifecycle management automation tool responsible architecture design api security container security cloud security design planning implement integration strategy pattern cloud environment configure administer container base infrastructure application define configuration management deployment strategy cloud resource develop design software automation script orchestrate cloud virtualization technology define scope schedule expectation focus operation design implement devsecops capability observability continuous monitor requirement master degree relevant discipline combine minimum relevant work least specific expertise devops container serverless orchestration tool least specific expertise cloud security architecture least specific expertise lifecycle management tool knowledge devops container serverless orchestration tool ie docker ansible terrafom buildpacks kubernetes etc knowledge least program language csharp java python bash perl etc knowledge continuous delivery bamboo nexus knowledge secret management tool cyberark hashicorp etc knowledge conduct devsecops agile environment knowledge black box white box testing owasp hp fortify etc knowledge monitor tool dynatrace prometheus etc knowledge cloud aws azure google ovh etc follow certification consider mandatory certify devsecops professional cdp certification aws certify devops engineer professional microsoft devops engineer expert google professional cloud devops engineer equivalent knowledge microsoft dynamic crm prem online dotnet program microsoft power apps environment asset command english language benefits seek career excite dynamic multicultural international environment excite opportunity boost career send detail cv english quote reference offer competitive remuneration either contract basis remuneration full benefits package base qualification application treat confidential european dynamic ed www eurodyn com lead software information communication technology operate internationally athens brussels luxembourg copenhagen stockholm london nicosia hong kong valetta etc employ engineer expert consultant around phd msc bsc equivalent design develop software application use state art technology group generate annual revenue range euro million ebitda range value contract portfolio exceed euro million european dynamic renowned supplier service government institution multinational corporation public administration multinational company research academic institute part dedication diversity workforce commit equal employment without regard race color national origin ethnicity gender disability sexual orientation gender identity religion european dynamic ed adhere general data protection regulation principle apply privacy policy publish www eurodyn com privacy submit share personal data ed acknowledge accept policy authorize ed process personal data purpose recruitment opportunity line policy
Cloud,"Description
About us
Innovation is fuelled by the power of possibilities. A few years ago, it was virtually impossible to innovate because building software needed a degree, it was simply too expensive, too complex, too risky and ultimately too inefficient. That’s why only 16% of projects were ever ",description innovation fuel power possibility ago virtually impossible innovate build software need degree simply expensive complex risky ultimately inefficient project ever do budget fail change flip software development head kick notion need expert boot camp learn make app builder ai platform let order perfect software app whatever problem try solve ai power assembly line bring together lego like reusable feature expert around world bring world class idea life anyone world class idea build software need like order pizza pick want get recommendation feature need simply wait till cook ready human assist ai platform help anyone build run scale tailor make software everyone bakery riyadh nursery london large fortune company like bbc pepsi life builder place everything move lightning pace definitely faint hearted celebrate diversity push everyone less yet provide culture allow everyone experiment push boundary learn every builder run core value system heartt heart entrepreneurship accountability respect trust transparency always team player point view sense humility let get stuff do attitude scale intersection quirky startup designer machine learning specialist problem together savvy commercial team work finance folk invent business model whatwouldyoubuild requirement presales engineer partner customer account manager business development engineer product team craft scalable flexible resilient architecture customer business problem accelerate adoption service collaboration sales drive revenue growth across broad set customer trust customer advocate presales engineer help organization understand best practice around cloud ecosystem objective provide administration support current future customer amazon web service aws azure platform client business technical staff analyze understand business process workflow define requirement design appropriate solution continual monitor customer cloud resource perform system administration assign customer system architecture design implementation maintenance manage overall technical relationship builder ai customer make recommendation security cost performance reliability operational efficiency accelerate challenge mission critical project participate sales cycle gather customer requirement scoping estimate solution communication ability combine capacity tailor conversation appropriate level requirement similar bachelor master qualification computer technology knowledge aws azure service tool migrate transform customer solution cloud devops knowledge optimization automation integration productivity tool analyze vm size vm family class recommendation aws reserve instance identity execute vm migration proper size act technical liaison customer service engineer team support ensure system hardware operate system software system security mechanism adhere best practice organizational standard utilize various automation monitor service management tool technique troubleshoot issue perform performance tune certification aws certify solution architect associate microsoft certify azure solution architect benefits health wellness benefits include competitive medical self spouse child performance base bonus generous vacation time benefits include pay holiday generally flexible work hour work newly construct beautiful office space base gurugram collaborative culture unconventional thinker come together solve interest problem fun mission drive make world better place
Cloud,"Description
As a Project Manager at SymSoft you will support the senior management through a broad spectrum of project management activities including Coordination of design/development activities, action items tracking, support administrative activities such as scheduling meetings, managing project",description project manager symsoft support senior management broad spectrum project management activity include coordination design development activity action item track support administrative activity schedule meeting manage project calendar management project communication project manager interact customer staff stakeholder level full time onsite requirement hand work agile scrum methodology project management tool jira team foundation server active project management professional pmp certification use principle project management book knowledge pmbok project management approach tool phase sdlc maintain monitor project plan project schedule project status hour budget identify communicate risk issue coordinate effort across department multiple organization facilitate attend stakeholder internal meeting project management least manage web mobile technology project document follow important action decision meeting demonstrate high ownership ability drive issue resolution ensure project adhere framework documentation maintain appropriately project ability multitask meet critical deadline fast pace environment prove ability develop technical understand web cloud technology communication presentation interpersonal skill work within level organization act liaison business partner development team build strong relationship business support ongoing demand expert microsoft office suite microsoft project project baseline project track extremely detail orient organize self starter desirable previous business analyst web content management system implementation project benefits offer competitive salary benefits include health dental vision plan life insurance pay time holiday complimentary snack soft drink tea coffee make difference people live salary range depend negotiable
Cloud,"Description
Responsibilies & Deliverables
• Work with leads for the planning and creation of reusable Infrastructure as Code (IaC) solutions, employing technologies like PowerShell, Ansible, Python, and Terraform, along with the EFK stack. Develop comprehensive IaC test plans and conduct testing at ",description responsibilies deliverable lead planning creation reusable infrastructure code iac solution employ technology like powershell ansible python terraform along efk stack develop comprehensive iac test plan conduct testing stag project lifecycle configure generate operational dashboard alert use elastic filebeat kibana cater need customer l2 operation team product development team oversee azure kubernetes service infrastructure leverage kubernetes deployment product component rmq mongodb deploy provide support cloud resource iaa paas saas model utilize infrastructure code ci cd pipeline kubernetes helm chart take proactive approach identify opportunity streamline automate delivery process enhance operational efficiency offer recommendation document policy relate devops tool branch version control strategy quality standard industry best practice develop execute automation script introduce tool optimize environment collaborate closely engineer operation team build manage artefact seamless production deployment manage vulnerability assessment patch security protocol accordance establish policy procedure implement take ownership monitor report compliance security policy include limit soc2 hipaa enforce adherence policy requirement require prefer possession bachelor degree computer science information technology relate field equivalent practical minimum hand devops engineer demonstrate expertise minimum professional deploy administer elastic stack elasticsearch filebeat kibana within production environment proficiency kql kibana query language strong mastery filebeat configuration log ship data collection proficiency kubernetes encompass deployment scale effective troubleshoot proficient script automation utilize tool like ansible terraform similar technology familiarity azure devops various azure cloud service advantageous azure repos branch strategy code review process code analysis tool proficiency git git flow azure devops familiarity containerization technology kubernetes docker openshift exceptional problem solving capability couple proactive approach outstanding collaborative communication skill relevant certification elastic certify engineer kubernetes certification valuable asset self drive capable manage multiple task shift priority demonstrate ability effectively prioritize task meticulous attention detail capacity autonomously minimal supervision knowledge scrum agile development process bonus additional log management tool splunk logstash plus
Cloud,"Description
Optimile is an international software as a service (SaaS) company, providing a range of applications in the field of mobility. Optimile has developed a cloud based platform that takes a Charging as a Service (CaaS) and Mobility as a Service (MaaS) approach in order to connect users with ",description optimile international software service saas provide range application field mobility optimile develop cloud base platform take charge service caas mobility service maas approach order connect user various mean transport optimile offer white label charge point operator cpo mobility service provider msp platform electric vehicle charge infrastructure professional customer worldwide optimile base ghent belgium operate seven country across charge point label shareholder optimile bnp paribas fortis ag insurance benefits join fast grow world electric vehicle development mobility service within fast grow scale open environment continuously develop fast grow dynamic open ambitious team team spirit quality high level service important value flexible environment aspect hour remote employee benefits program training possibility full time contract indefinite period
Cloud,"Description
As a Data Engineer, you are responsible for the development, performance, quality, and scaling of our data pipelines, with a special focus on distributed processing and data quality.
You will be working with stakeholders throughout the company to ensure we have high quality data to power",description data engineer responsible development performance quality scale data pipeline special focus distribute process data quality work stakeholder throughout ensure high quality data power data science initiative collaborate closely data scientist ingest efficiently process require data facilitate deployment data science model production responsibility build solution tool enable organize process large amount data design implement data ingestion transformation cloud base environment premise platform create maintain optimal data pipeline architecture batch real time process develop scalable flexible high performance distribute data pipeline real time stream process identify design implement internal process improvement automate manual process optimize data delivery design infrastructure greater scalability closely data scientist define best way ingest aggregate require data process efficiently get data science model run production collaborate business stakeholder ingest source clean prepare data write code connect data lake specific evaluate technology build prototype continuous improvement data engineer requirement qualification msc degree equivalent computer science informatics information system another quantitative field data engineer architecting big data environment premise cloud hand cover following proficiency build optimize complex data pipeline architecture architecting design implement cloud solution aws environment must orchestration workflow management tool airflow aws step function mlflow kubeflow etc develop manage stream process system hadoop spark stream kafka flink aws kinesis object orient object function script language python java scala etc deployment provision automation tool docker kubernetes terraform knowledge search engine elastic search technical aspect data governance include glossary metadata data quality master data management data lifecycle management security authentication authorization devsecops mlops ci cd framework
Cloud,"Description
Activities:
Designing and implementing Azure cloud solutions for our customers;
Setting up and managing hosting environments based on scripting (ARM templates, Azure CLI and Powershell);
Building and configuring Azure services, such as virtual machines, storage, networking, security, dat",description activity design implement azure cloud solution customer set manage host environment base script arm template azure cli powershell build configure azure service virtual machine storage network security database application set manage build release pipeline support colleague automation integration ci cd pipeline optimize azure deployment meet performance scalability requirement monitor maintain optimize exist azure environment ensure reliability security solving problem provide support technical issue collaborate different competence team stakeholder deliver solution meet standard benefits standard benefits hmo day home set pay time quarterly sick leave conversion pay government mandate benefits ss phic pag ibig equipment provide standard highlight training certification provide travel netherlands training meet greet life balance career growth development opportunity stable industry leader collaborative fruitful culture salary ph 140k 180k
Cloud,"Description
Responsibilies & Deliverables
• Work with leads for the planning and creation of reusable Infrastructure as Code (IaC) solutions, employing technologies like PowerShell, Ansible, Python, and Terraform, along with the EFK stack. Develop comprehensive IaC test plans and conduct testing at ",description responsibilies deliverable lead planning creation reusable infrastructure code iac solution employ technology like powershell ansible python terraform along efk stack develop comprehensive iac test plan conduct testing stag project lifecycle configure generate operational dashboard alert use elastic filebeat kibana cater need customer l2 operation team product development team oversee azure kubernetes service infrastructure leverage kubernetes deployment product component rmq mongodb deploy provide support cloud resource iaa paas saas model utilize infrastructure code ci cd pipeline kubernetes helm chart take proactive approach identify opportunity streamline automate delivery process enhance operational efficiency offer recommendation document policy relate devops tool branch version control strategy quality standard industry best practice develop execute automation script introduce tool optimize environment collaborate closely engineer operation team build manage artefact seamless production deployment manage vulnerability assessment patch security protocol accordance establish policy procedure implement take ownership monitor report compliance security policy include limit soc2 hipaa enforce adherence policy requirement require prefer possession bachelor degree computer science information technology relate field equivalent practical minimum hand devops engineer demonstrate expertise minimum professional deploy administer elastic stack elasticsearch filebeat kibana within production environment proficiency kql kibana query language strong mastery filebeat configuration log ship data collection proficiency kubernetes encompass deployment scale effective troubleshoot proficient script automation utilize tool like ansible terraform similar technology familiarity azure devops various azure cloud service advantageous azure repos branch strategy code review process code analysis tool proficiency git git flow azure devops familiarity containerization technology kubernetes docker openshift exceptional problem solving capability couple proactive approach outstanding collaborative communication skill relevant certification elastic certify engineer kubernetes certification valuable asset self drive capable manage multiple task shift priority demonstrate ability effectively prioritize task meticulous attention detail capacity autonomously minimal supervision knowledge scrum agile development process bonus additional log management tool splunk logstash plus
Cloud,"Description
Optimile is an international software as a service (SaaS) company, providing a range of applications in the field of mobility. Optimile has developed a cloud based platform that takes a Charging as a Service (CaaS) and Mobility as a Service (MaaS) approach in order to connect users with ",description optimile international software service saas provide range application field mobility optimile develop cloud base platform take charge service caas mobility service maas approach order connect user various mean transport optimile offer white label charge point operator cpo mobility service provider msp platform electric vehicle charge infrastructure professional customer worldwide optimile base ghent belgium operate seven country across charge point label shareholder optimile bnp paribas fortis ag insurance benefits join fast grow world electric vehicle development mobility service within fast grow scale open environment continuously develop fast grow dynamic open ambitious team team spirit quality high level service important value flexible environment aspect hour remote employee benefits program training possibility full time contract indefinite period
Cloud,"Description
As a Data Engineer, you are responsible for the development, performance, quality, and scaling of our data pipelines, with a special focus on distributed processing and data quality.
You will be working with stakeholders throughout the company to ensure we have high quality data to power",description data engineer responsible development performance quality scale data pipeline special focus distribute process data quality work stakeholder throughout ensure high quality data power data science initiative collaborate closely data scientist ingest efficiently process require data facilitate deployment data science model production responsibility build solution tool enable organize process large amount data design implement data ingestion transformation cloud base environment premise platform create maintain optimal data pipeline architecture batch real time process develop scalable flexible high performance distribute data pipeline real time stream process identify design implement internal process improvement automate manual process optimize data delivery design infrastructure greater scalability closely data scientist define best way ingest aggregate require data process efficiently get data science model run production collaborate business stakeholder ingest source clean prepare data write code connect data lake specific evaluate technology build prototype continuous improvement data engineer requirement qualification msc degree equivalent computer science informatics information system another quantitative field data engineer architecting big data environment premise cloud hand cover following proficiency build optimize complex data pipeline architecture architecting design implement cloud solution aws environment must orchestration workflow management tool airflow aws step function mlflow kubeflow etc develop manage stream process system hadoop spark stream kafka flink aws kinesis object orient object function script language python java scala etc deployment provision automation tool docker kubernetes terraform knowledge search engine elastic search technical aspect data governance include glossary metadata data quality master data management data lifecycle management security authentication authorization devsecops mlops ci cd framework
Cloud,"Description
Activities:
Designing and implementing Azure cloud solutions for our customers;
Setting up and managing hosting environments based on scripting (ARM templates, Azure CLI and Powershell);
Building and configuring Azure services, such as virtual machines, storage, networking, security, dat",description activity design implement azure cloud solution customer set manage host environment base script arm template azure cli powershell build configure azure service virtual machine storage network security database application set manage build release pipeline support colleague automation integration ci cd pipeline optimize azure deployment meet performance scalability requirement monitor maintain optimize exist azure environment ensure reliability security solving problem provide support technical issue collaborate different competence team stakeholder deliver solution meet standard requirement least azure cloud solution service cdns bicep dns waf sql knowledge cloud security network storage automation script azure use tool like bicep arm template terraform ansible chef puppet saltstack devops methodology tool azure devops gitlab github git jenkins advantageous certification azure microsoft certify azure administrator azure solution architect like certify future partly remote work day office day home communication collaboration skill english benefits standard benefits hmo day home set pay time quarterly sick leave conversion pay government mandate benefits ss phic pag ibig equipment provide standard highlight training certification provide travel netherlands training meet greet life balance career growth development opportunity stable industry leader collaborative fruitful culture salary ph 140k 180k
